,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),DielectricConstant Value (),DielectricConstant Uncertainty (),Density Value (g / ml),Density Uncertainty (g / ml),ExcessMolarVolume Value (cm ** 3 / mol),ExcessMolarVolume Uncertainty (cm ** 3 / mol),Source,match
6952,-1458375652416424197,297.8,101.0,Liquid,2,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.3267445568985394,,CO,Solvent,0.6732554431014606,,,,,,,,,,1.2944000000000004,0.0006,,,10.1021/je1011828,ser
6956,2867464786532096249,293.15,100.0,Liquid,2,C=C(C)C(=O)OCCN(C)C,Solvent,0.2003,,CO,Solvent,0.7997,,,,,,,,,,0.8771100000000002,0.000255,,,10.1021/acs.jced.8b00975,ser
6957,-7811232603920971192,303.15,100.0,Liquid,2,C=C(C)C(=O)OCCN(C)C,Solvent,0.5004,,CO,Solvent,0.4996,,,,,,,,,,0.9063900000000004,0.000255,,,10.1021/acs.jced.8b00975,ser
6958,-8716911711598079033,303.15,100.0,Liquid,2,C=C(C)C(=O)OCCN(C)C,Solvent,0.7881,,CO,Solvent,0.2118999999999999,,,,,,,,,,0.9191500000000002,0.00026,,,10.1021/acs.jced.8b00975,ser
7092,6935249512992877693,298.149,101.0,Liquid,2,CCC(C)=O,Solvent,0.22,,CO,Solvent,0.78,,,,,,,,,,0.7947610000000002,8.750000000000001e-05,,,10.1021/je5007604,ser
7093,-1039574336495630700,298.149,101.0,Liquid,2,CCC(C)=O,Solvent,0.4983,,CO,Solvent,0.5017,,,,,,,,,,0.7988050000000001,8.800000000000001e-05,,,10.1021/je5007604,ser
7094,3646355284502147535,298.149,101.0,Liquid,2,CCC(C)=O,Solvent,0.7943,,CO,Solvent,0.2057,,,,,,,,,,0.7999910000000002,8.850000000000001e-05,,,10.1021/je5007604,ser
7523,-8978560255285953024,293.15,101.325,Liquid,2,CCCCCC(=O)OCC,Solvent,0.2147,,CO,Solvent,0.7853,,,,,,,,,,0.8099600000000002,0.00031,,,10.1021/je0500633,ser
7524,8399769384749953197,293.15,101.325,Liquid,2,CCCCCC(=O)OCC,Solvent,0.5031,,CO,Solvent,0.4969,,,,,,,,,,0.8353200000000003,0.0003,,,10.1021/je0500633,ser
7525,3871185386149915107,293.15,101.325,Liquid,2,CCCCCC(=O)OCC,Solvent,0.7106,,CO,Solvent,0.2894,,,,,,,,,,0.8535600000000001,0.000295,,,10.1021/je0500633,ser
7577,-2983834025498207238,298.15,101.0,Liquid,2,CC(=O)OC(C)(C)C,Solvent,0.1997,,CO,Solvent,0.8003,,,,,,,,,,0.8199500000000003,0.000445,,,10.1021/je900442b,ser
7578,-6232106229913259742,298.15,101.0,Liquid,2,CC(=O)OC(C)(C)C,Solvent,0.5003,,CO,Solvent,0.4997,,,,,,,,,,0.8431200000000002,0.00046,,,10.1021/je900442b,ser
7579,203890748183086305,298.15,101.0,Liquid,2,CC(=O)OC(C)(C)C,Solvent,0.7985,,CO,Solvent,0.2015,,,,,,,,,,0.8547200000000003,0.00047,,,10.1021/je900442b,ser
7580,-3488043411982077040,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.2329,,CO,Solvent,0.7671,,,,,,,,,,0.8314900000000002,0.00044,,,10.1021/je900442b,ser
7581,3913068574671174780,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.498,,CO,Solvent,0.502,,,,,,,,,,0.8554600000000002,0.00044,,,10.1021/je900442b,ser
7582,-7193795927075993468,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.7912,,CO,Solvent,0.2087999999999999,,,,,,,,,,0.8697100000000002,0.000435,,,10.1021/je900442b,ser
7583,2458781950831237485,298.15,101.0,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.2501,,CO,Solvent,0.7499,,,,,,,,,,0.9355040000000002,0.0001385,,,10.1021/je100100n,ser
7584,4854015892196917213,298.15,101.0,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.5004,,CO,Solvent,0.4996,,,,,,,,,,0.9962350000000002,9.150000000000002e-05,,,10.1021/je100100n,ser
7585,8389896228212596469,298.15,101.0,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.7978,,CO,Solvent,0.2022,,,,,,,,,,1.0336070000000002,0.0001155,,,10.1021/je100100n,ser
7586,-1688483450886434023,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.2515,,CO,Solvent,0.7484999999999999,,,,,,1.083,0.0115,,,,,,,10.1021/je9003806,ser
7587,7413398721587298540,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.4993,,CO,Solvent,0.5006999999999999,,,,,,1.426,0.0155,,,,,,,10.1021/je9003806,ser
7588,1468953607348488087,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.7453,,CO,Solvent,0.2547,,,,,,1.184,0.013,,,,,,,10.1021/je9003806,ser
7608,7134244942516321904,303.15,101.0,Liquid,2,BrCBr,Solvent,0.2779,,CO,Solvent,0.7221,,,,,,0.409,0.016,,,,,,,10.1021/je9005882,ser
7609,4394819428649612143,303.15,101.0,Liquid,2,BrCBr,Solvent,0.504,,CO,Solvent,0.496,,,,,,0.639,0.023,,,,,,,10.1021/je9005882,ser
7610,1516360423452289679,303.15,101.0,Liquid,2,BrCBr,Solvent,0.7224,,CO,Solvent,0.2775999999999999,,,,,,0.782,0.0275,,,,,,,10.1021/je9005882,ser
7779,-2992416043366396671,303.15,101.0,Liquid,2,CO,Solvent,0.8471253013723548,,COCCO,Solvent,0.1528746986276452,,,,,,,,,,0.8330000000000002,0.001,,,10.1021/je900656c,ser
7933,8308530964857410324,298.15,101.0,Liquid,2,C=C(C)C(=O)OC,Solvent,0.7908,,CO,Solvent,0.2092,,,,,,,,,,0.9245640000000002,0.0001765,,,10.1021/je800164w,ser
7934,-1929611415076868800,298.15,101.0,Liquid,2,C=C(C)C(=O)OC,Solvent,0.4989,,CO,Solvent,0.5011,,,,,,,,,,0.8967070000000003,0.000167,,,10.1021/je800164w,ser
7935,4863539570370106929,298.15,101.0,Liquid,2,C=C(C)C(=O)OC,Solvent,0.2986999999999999,,CO,Solvent,0.7013,,,,,,,,,,0.8670220000000003,0.000177,,,10.1021/je800164w,ser
7984,1183480275584201110,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.1999,,CO,Solvent,0.8001,,,,,,0.6135,0.00675,,,,,,,10.1021/je7006633,ser
7985,-5084311262137276640,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.4998,,CO,Solvent,0.5002,,,,,,0.9211,0.00995,,,,,,,10.1021/je7006633,ser
7986,-4166759024424915041,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.799,,CO,Solvent,0.2009999999999999,,,,,,0.6817,0.00755,,,,,,,10.1021/je7006633,ser
8029,8761691503523859668,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.2731,,CO,Solvent,0.7269,,,,,,-0.8036,0.0035,,,,,,,10.1021/je101031j,ser
8030,-2091101088503101281,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.4608,,CO,Solvent,0.5392,,,,,,-1.2,0.00505,,,,,,,10.1021/je101031j,ser
8031,7799035306340663583,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.7319,,CO,Solvent,0.2681,,,,,,-1.0696,0.00455,,,,,,,10.1021/je101031j,ser
8150,-7443786306842128077,298.15,101.325,Liquid,2,CC1CCCCC1,Solvent,0.121,,CO,Solvent,0.879,,,,,,0.3812,0.00515,,,,,,,10.1021/je020135f,ser
8151,-350387381007041457,298.15,101.325,Liquid,2,CC1CCCCC1,Solvent,0.859,,CO,Solvent,0.141,,,,,,0.4217,0.0056,,,,,,,10.1021/je020135f,ser
8241,-690653706113882295,298.15,101.32,Liquid,2,CCCCCl,Solvent,0.7,,CO,Solvent,0.3,,,,,,,,,,0.8656000000000003,0.00035,,,10.1021/je030226s,ser
8242,1818811242847877208,298.15,101.32,Liquid,2,CCCCCl,Solvent,0.5,,CO,Solvent,0.5,,,,,,,,,,0.8524000000000002,0.00035,,,10.1021/je030226s,ser
8243,1111591208499474912,298.15,101.32,Liquid,2,CCCCCl,Solvent,0.1999999999999999,,CO,Solvent,0.8,,,,,,,,,,0.8214000000000001,0.0004,,,10.1021/je030226s,ser
8491,-9054270843842378005,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.2496,,CO,Solvent,0.7504,,,,,,0.7465,0.00815,,,,,,,10.1021/je700492k,ser
8492,5822498229118284713,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.499,,CO,Solvent,0.501,,,,,,1.0123,0.01095,,,,,,,10.1021/je700492k,ser
8493,-3988730147322059883,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.7507,,CO,Solvent,0.2492999999999999,,,,,,0.8543,0.0093,,,,,,,10.1021/je700492k,ser
8563,3813291927368538003,298.2,101.3,Liquid,2,CO,Solvent,0.7,,COC(=O)CC(C)=O,Solvent,0.3,,,,,,1.169,0.0125,,,,,,,10.1021/je1006482,ser
8564,8567766301088004791,298.2,101.3,Liquid,2,CO,Solvent,0.4999,,COC(=O)CC(C)=O,Solvent,0.5001,,,,,,1.336,0.0145,,,,,,,10.1021/je1006482,ser
8565,-4792384073401235741,298.2,101.3,Liquid,2,CO,Solvent,0.2007,,COC(=O)CC(C)=O,Solvent,0.7993,,,,,,0.878,0.0095,,,,,,,10.1021/je1006482,ser
8615,-8944762904636366825,298.15,101.3,Liquid,2,CO,Solvent,0.7692,,ClC=C(Cl)Cl,Solvent,0.2308,,,,,,,,,,1.0521000000000005,0.0003,,,10.1021/je034203p,ser
8616,-5731159632350166195,298.15,101.3,Liquid,2,CO,Solvent,0.4875,,ClC=C(Cl)Cl,Solvent,0.5125,,,,,,,,,,1.2512000000000003,0.0005,,,10.1021/je034203p,ser
8617,-2091559227045665867,298.15,101.3,Liquid,2,CO,Solvent,0.1978999999999999,,ClC=C(Cl)Cl,Solvent,0.8021,,,,,,,,,,1.3863000000000003,0.0006,,,10.1021/je034203p,ser
8648,-4803524375905706846,298.15,101.3,Liquid,2,CO,Solvent,0.7172000000000001,,ClC(Cl)=C(Cl)Cl,Solvent,0.2828,,,,,,,,,,1.1926,0.00045,,,10.1021/je034203p,ser
8649,-4944892427039085952,298.15,101.3,Liquid,2,CO,Solvent,0.5205,,ClC(Cl)=C(Cl)Cl,Solvent,0.4795,,,,,,,,,,1.3559000000000003,0.0006,,,10.1021/je034203p,ser
8650,9219036463881026062,298.15,101.3,Liquid,2,CO,Solvent,0.2196,,ClC(Cl)=C(Cl)Cl,Solvent,0.7804,,,,,,,,,,1.5243000000000002,0.0007,,,10.1021/je034203p,ser
8750,-7649702628007855177,298.15,101.0,Liquid,2,C1CCOC1,Solvent,0.2967,,CO,Solvent,0.7033,,,,,,,,,,0.8323500000000003,0.000175,,,10.1021/je700308j,ser
8751,8231608335172515664,298.15,101.0,Liquid,2,C1CCOC1,Solvent,0.4848,,CO,Solvent,0.5152,,,,,,,,,,0.8510000000000002,0.000145,,,10.1021/je700308j,ser
8752,110195074093564878,298.15,101.0,Liquid,2,C1CCOC1,Solvent,0.7926,,CO,Solvent,0.2074,,,,,,,,,,0.8719400000000003,0.000115,,,10.1021/je700308j,ser
9110,-2106595286252304854,308.15,101.0,Liquid,2,CO,Solvent,0.7001999999999999,,Cc1ccc(O)cc1,Solvent,0.2998,,,,,,,,,,0.9145300000000002,0.00019,,,10.1021/je050376y,tyr
9111,2853026269203927485,308.15,101.0,Liquid,2,CO,Solvent,0.5001,,Cc1ccc(O)cc1,Solvent,0.4999,,,,,,,,,,0.9615900000000004,0.000185,,,10.1021/je050376y,tyr
9112,4893753291138919310,308.15,101.0,Liquid,2,CO,Solvent,0.1999999999999999,,Cc1ccc(O)cc1,Solvent,0.8,,,,,,,,,,1.0035300000000005,0.000205,,,10.1021/je050376y,tyr
9164,5813033638828855859,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.195139666343671,,CO,Solvent,0.8048603336563291,,,,,,,,,,0.8751000000000002,0.00035,,,10.1021/je200145r,ser
9189,9049573275036310732,298.15,101.3,Liquid,2,C=COC(=O)CC,Solvent,0.758,,CO,Solvent,0.242,,,,,,,,,,0.8972500000000002,0.000125,,,10.1021/je049909d,ser
9190,-3052765060585987044,298.15,101.3,Liquid,2,C=COC(=O)CC,Solvent,0.474,,CO,Solvent,0.526,,,,,,,,,,0.8747800000000002,0.000125,,,10.1021/je049909d,ser
9191,-3953448615855876854,298.15,101.3,Liquid,2,C=COC(=O)CC,Solvent,0.252,,CO,Solvent,0.748,,,,,,,,,,0.8462900000000002,0.000135,,,10.1021/je049909d,ser
70,-5895311960324126332,298.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,,,,,0.7864000000000002,0.02,,,10.1016/j.fluid.2013.11.008,thr
1006,4162006696681907239,298.2,101.3,Liquid,2,CCO,Solvent,0.7503,,CCOC(=O)C(=O)OCC,Solvent,0.2497,,,,,,1.29,0.006,,,,,,,10.1016/j.jct.2013.05.024,thr
1007,9175581431625770064,298.2,101.3,Liquid,2,CCO,Solvent,0.4989,,CCOC(=O)C(=O)OCC,Solvent,0.5011,,,,,,1.695,0.007,,,,,,,10.1016/j.jct.2013.05.024,thr
1008,-692187024686814902,298.2,101.3,Liquid,2,CCO,Solvent,0.2475,,CCOC(=O)C(=O)OCC,Solvent,0.7525,,,,,,1.389,0.006,,,,,,,10.1016/j.jct.2013.05.024,thr
1200,4613284671378046045,313.15,101.3,Liquid,2,CCO,Solvent,0.9330984465097036,,O=C(O)CCCCC(=O)O,Solvent,0.0669015534902965,,,,,,,,,,0.8769000000000002,0.00035,,,10.1016/j.fluid.2015.09.036,thr
1222,-2924679709517100567,298.15,101.0,Liquid,2,CCO,Solvent,0.7476700000000001,,c1coc(Cc2ccco2)c1,Solvent,0.25233,,,,,,,,,,0.9232100000000004,0.000185,,,10.1016/j.jct.2010.05.016,thr
1223,-4761771828049905107,298.15,101.0,Liquid,2,CCO,Solvent,0.49021,,c1coc(Cc2ccco2)c1,Solvent,0.50979,,,,,,,,,,1.0039300000000002,0.00025,,,10.1016/j.jct.2010.05.016,thr
1224,-5851266246846768305,298.15,101.0,Liquid,2,CCO,Solvent,0.24236,,c1coc(Cc2ccco2)c1,Solvent,0.75764,,,,,,,,,,1.0549300000000004,0.00037,,,10.1016/j.jct.2010.05.016,thr
1345,-6287135955359574409,298.15,101.0,Liquid,2,CCO,Solvent,0.7695,,COP(=O)(OC)OC,Solvent,0.2305,,,,,,0.7018,0.00451,,,,,,,10.1016/j.tca.2008.02.015,thr
1346,-2662049961326741871,298.15,101.0,Liquid,2,CCO,Solvent,0.4768,,COP(=O)(OC)OC,Solvent,0.5232,,,,,,0.80354,0.005135,,,,,,,10.1016/j.tca.2008.02.015,thr
1347,-1606256032455724309,298.15,101.0,Liquid,2,CCO,Solvent,0.2225,,COP(=O)(OC)OC,Solvent,0.7775,,,,,,0.46599,0.00307,,,,,,,10.1016/j.tca.2008.02.015,thr
1375,8128353522264555278,298.15,101.0,Liquid,2,CCO,Solvent,0.25,,O,Solvent,0.75,,,,,,-0.702,0.009,,,,,,,10.1016/j.jct.2005.06.018,thr
1376,3976824500417838819,298.15,101.0,Liquid,2,CCO,Solvent,0.5,,O,Solvent,0.5,,,,,,-0.391,0.0055,,,,,,,10.1016/j.jct.2005.06.018,thr
1377,7726702917458722100,298.15,101.0,Liquid,2,CCO,Solvent,0.9,,O,Solvent,0.0999999999999999,,,,,,-0.148,0.0025,,,,,,,10.1016/j.jct.2005.06.018,thr
1378,-5439842096001622184,298.15,101.3,Liquid,2,CCO,Solvent,0.2383498131301668,,O,Solvent,0.7616501868698332,,,,,,,,,,0.9225500000000002,0.00196,,,10.1021/je020173z,thr
1379,-3267286697669483940,298.15,101.0,Liquid,2,CCO,Solvent,0.9,,O,Solvent,0.1,,,,,,,,,,0.7977000000000002,0.0015,,,10.1021/je800150h,thr
1380,802054875460439528,298.15,101.0,Liquid,2,CCO,Solvent,0.5,,O,Solvent,0.5,,,,,,,,,,0.8592000000000003,0.00165,,,10.1021/je800150h,thr
1402,9020728046616515042,298.15,101.325,Liquid,2,CCO,Solvent,0.2256,,CCOC(=O)[C@H](C)O,Solvent,0.7744,,,,,,,,,,1.0047250000000003,9.400000000000002e-05,,,10.1016/j.fluid.2005.02.015,thr
1403,5832905703294077502,298.15,101.325,Liquid,2,CCO,Solvent,0.5236,,CCOC(=O)[C@H](C)O,Solvent,0.4764,,,,,,,,,,0.9508940000000002,0.000143,,,10.1016/j.fluid.2005.02.015,thr
1404,6672159175167091217,298.15,101.325,Liquid,2,CCO,Solvent,0.7574,,CCOC(=O)[C@H](C)O,Solvent,0.2426,,,,,,,,,,0.8879710000000002,0.0001995,,,10.1016/j.fluid.2005.02.015,thr
1420,8256641952226903883,300.0,101.0,Liquid,2,CCO,Solvent,0.7499,,OC1CCCCC1,Solvent,0.2501,,,,,,0.1468,0.0017,,,,,,,10.1016/j.jct.2012.02.037,thr
1421,-2428347843466594493,300.0,101.0,Liquid,2,CCO,Solvent,0.4564,,OC1CCCCC1,Solvent,0.5436,,,,,,0.1772,0.00205,,,,,,,10.1016/j.jct.2012.02.037,thr
1422,3966639931356766643,300.0,101.0,Liquid,2,CCO,Solvent,0.2881,,OC1CCCCC1,Solvent,0.7119,,,,,,0.1454,0.0017,,,,,,,10.1016/j.jct.2012.02.037,thr
1517,-1325304928831628944,298.15,100.0,Liquid,2,CCO,Solvent,0.7006,,CCOC(=O)CC(C)=O,Solvent,0.2994,,,,,,1.4925,0.01605,,,,,,,10.1016/j.fluid.2008.03.012,thr
1518,1034183381156870499,298.15,100.0,Liquid,2,CCO,Solvent,0.5005,,CCOC(=O)CC(C)=O,Solvent,0.4995,,,,,,1.7079,0.0183,,,,,,,10.1016/j.fluid.2008.03.012,thr
1519,-6238684975690906849,298.15,100.0,Liquid,2,CCO,Solvent,0.2992,,CCOC(=O)CC(C)=O,Solvent,0.7008,,,,,,1.478,0.0159,,,,,,,10.1016/j.fluid.2008.03.012,thr
1520,-4263754618147165952,298.15,100.5,Liquid,2,CCO,Solvent,0.75,,CCOC(=O)CC(C)=O,Solvent,0.25,,,,,,,,,,0.8856300000000003,0.00017,,,10.1021/je050402s,thr
1521,-6271512975174012416,298.15,100.5,Liquid,2,CCO,Solvent,0.5,,CCOC(=O)CC(C)=O,Solvent,0.5,,,,,,,,,,0.9484700000000004,0.000155,,,10.1021/je050402s,thr
1522,4885160845930797317,298.15,100.5,Liquid,2,CCO,Solvent,0.25,,CCOC(=O)CC(C)=O,Solvent,0.75,,,,,,,,,,0.9917100000000004,0.00017,,,10.1021/je050402s,thr
1609,4561209400577519667,298.15,101.0,Liquid,2,CCO,Solvent,0.6995,,CN(C)CCO,Solvent,0.3005,,,,,,,,,,0.8345000000000002,0.000135,,,10.1016/j.tca.2014.03.038,thr
1610,1609882022515549894,298.15,101.0,Liquid,2,CCO,Solvent,0.4949,,CN(C)CCO,Solvent,0.5051,,,,,,,,,,0.8566200000000002,0.00015,,,10.1016/j.tca.2014.03.038,thr
1611,2803737414364162852,298.15,101.0,Liquid,2,CCO,Solvent,0.2914,,CN(C)CCO,Solvent,0.7086,,,,,,,,,,0.8710100000000002,0.000165,,,10.1016/j.tca.2014.03.038,thr
1612,4253799397614533497,298.2,100.0,Liquid,2,CCO,Solvent,0.7335,,CN(C)CCO,Solvent,0.2665,,,,,,-0.3657,0.004,,,,,,,10.1021/je800334m,thr
1613,-3357768453080897914,298.2,100.0,Liquid,2,CCO,Solvent,0.5084,,CN(C)CCO,Solvent,0.4916,,,,,,-0.4044,0.0044,,,,,,,10.1021/je800334m,thr
1614,-2875004064956187755,298.2,100.0,Liquid,2,CCO,Solvent,0.2685999999999999,,CN(C)CCO,Solvent,0.7314,,,,,,-0.2783,0.0031,,,,,,,10.1021/je800334m,thr
1723,-172655081270545037,293.15,100.0,Liquid,2,CCO,Solvent,0.2499,,OCCCO,Solvent,0.7501,,,,,,,,,,1.0030000000000003,0.00054,,,10.1016/j.tca.2016.09.005,thr
1724,-7515537166711059088,293.15,100.0,Liquid,2,CCO,Solvent,0.5004,,OCCCO,Solvent,0.4996,,,,,,,,,,0.9438200000000004,0.0005,,,10.1016/j.tca.2016.09.005,thr
1725,-2622020056395426828,293.15,100.0,Liquid,2,CCO,Solvent,0.7503,,OCCCO,Solvent,0.2497,,,,,,,,,,0.8739600000000003,0.00048,,,10.1016/j.tca.2016.09.005,thr
1786,3934709952369555674,298.15,101.0,Liquid,2,CCO,Solvent,0.7071000000000001,,CCOC(=O)OCC,Solvent,0.2929,,,,,,,,,,0.8695800000000002,0.000365,,,10.1016/j.tca.2014.06.031,thr
1787,5757155965943010270,298.15,101.0,Liquid,2,CCO,Solvent,0.5035000000000001,,CCOC(=O)OCC,Solvent,0.4965,,,,,,,,,,0.9078200000000004,0.000375,,,10.1016/j.tca.2014.06.031,thr
1788,3647478735234102751,298.15,101.0,Liquid,2,CCO,Solvent,0.2088999999999999,,CCOC(=O)OCC,Solvent,0.7911,,,,,,,,,,0.9475800000000004,0.000395,,,10.1016/j.tca.2014.06.031,thr
1789,-3326495990651596172,303.15,101.0,Liquid,2,CCO,Solvent,0.7561100000000001,,CCOC(=O)OCC,Solvent,0.24389,,,,,,1.1547,0.01235,,,,,,,10.1021/je1013476,thr
1790,8902838311566237103,303.15,101.0,Liquid,2,CCO,Solvent,0.49337,,CCOC(=O)OCC,Solvent,0.50663,,,,,,1.6536,0.01765,,,,,,,10.1021/je1013476,thr
1791,8664080276868544418,303.15,101.0,Liquid,2,CCO,Solvent,0.23372,,CCOC(=O)OCC,Solvent,0.76628,,,,,,1.4031,0.015,,,,,,,10.1021/je1013476,thr
1828,6070397625425297616,298.15,101.0,Liquid,2,CCO,Solvent,0.7024,,COc1ccccc1,Solvent,0.2976,,,,,,,,,,0.8785300000000001,0.001275,,,10.1016/j.jct.2006.03.018,thr
1829,-8259881673028787065,298.15,101.0,Liquid,2,CCO,Solvent,0.4992,,COc1ccccc1,Solvent,0.5008,,,,,,,,,,0.9204600000000004,0.00105,,,10.1016/j.jct.2006.03.018,thr
1830,-8845280224871111749,298.15,101.0,Liquid,2,CCO,Solvent,0.2065,,COc1ccccc1,Solvent,0.7935,,,,,,,,,,0.9646000000000002,0.000855,,,10.1016/j.jct.2006.03.018,thr
1921,8185589256992064258,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.2467,,CCO,Solvent,0.7533,,,,,,,,,,0.7735300000000002,0.00023,,,10.1016/j.jct.2005.04.019,thr
1922,-4376424376000595269,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.5061,,CCO,Solvent,0.4939,,,,,,,,,,0.7684000000000002,0.00385,,,10.1016/j.jct.2005.06.011,thr
1923,1509926668237866366,298.15,100.8,Liquid,2,CC1CCCCC1,Solvent,0.75,,CCO,Solvent,0.25,,,,,,,,,,0.7654000000000002,0.00015,,,10.1021/je050031f,thr
1988,3503550063278405837,298.15,101.0,Liquid,2,CCO,Solvent,0.7532,,OCCN1CCOCC1,Solvent,0.2468,,,,,,,,,,0.9077200000000002,0.000305,,,10.1016/j.jct.2007.11.010,thr
1989,-8803995856212061840,298.15,101.0,Liquid,2,CCO,Solvent,0.5118,,OCCN1CCOCC1,Solvent,0.4882,,,,,,,,,,0.9864000000000002,0.0002,,,10.1016/j.jct.2007.11.010,thr
1990,85933942498257866,298.15,101.0,Liquid,2,CCO,Solvent,0.2561,,OCCN1CCOCC1,Solvent,0.7439,,,,,,,,,,1.0405200000000003,0.00027,,,10.1016/j.jct.2007.11.010,thr
2035,1847632947588341493,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.73596,,CCO,Solvent,0.26404,,,,,,,,,,0.6967900000000001,7.500000000000002e-05,,,10.1016/j.jct.2011.06.021,thr
2036,2941261269873500594,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4937399999999999,,CCO,Solvent,0.50626,,,,,,,,,,0.7110500000000001,7.500000000000002e-05,,,10.1016/j.jct.2011.06.021,thr
2037,-3018195345057448744,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7617,,CCO,Solvent,0.2383,,,,,,0.634022,0.006851,,,,,,,10.1021/je7005743,thr
2038,-241407450657597031,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5158,,CCO,Solvent,0.4842,,,,,,0.638973,0.006903,,,,,,,10.1021/je7005743,thr
2039,-8298176138401788640,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.0815,,CCO,Solvent,0.9185,,,,,,0.197762,0.0022405,,,,,,,10.1021/je7005743,thr
2040,-6858688279999610702,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.0824,,CCO,Solvent,0.9176,,,,,,,,,,0.7605800000000003,0.000125,,,10.1021/je9001416,thr
2041,5577700773700189863,298.15,101.0,Liquid,2,CCO,Solvent,0.75799,,Cc1ccccc1,Solvent,0.2420099999999999,,,,,,,,,,0.8147200000000002,5.5000000000000016e-05,,,10.1016/j.jct.2011.06.021,thr
2042,-1725825988514342241,298.15,101.32,Liquid,2,CCO,Solvent,0.2354,,Cc1ccccc1,Solvent,0.7646,,,,,,,,,,0.8509200000000001,0.000215,,,10.1016/j.jct.2005.05.004,thr
2043,7713953013322156093,298.15,101.3,Liquid,2,CCO,Solvent,0.4996,,Cc1ccccc1,Solvent,0.5004,,,,,,,,,,0.8357000000000002,0.00015,,,10.1016/j.fluid.2007.08.020,thr
2044,-2081217320189339593,298.15,100.0,Liquid,2,CCO,Solvent,0.8,,Cc1ccc(C(C)C)cc1,Solvent,0.2,,,,,,,,,,0.8123500000000002,0.000355,,,10.1016/j.jct.2017.03.027,thr
2045,4852343282006354019,298.15,100.0,Liquid,2,CCO,Solvent,0.4966,,Cc1ccc(C(C)C)cc1,Solvent,0.5034,,,,,,,,,,0.8341800000000001,0.000355,,,10.1016/j.jct.2017.03.027,thr
2046,-2852751157669818094,298.15,100.0,Liquid,2,CCO,Solvent,0.2983,,Cc1ccc(C(C)C)cc1,Solvent,0.7017,,,,,,,,,,0.8428600000000002,0.000355,,,10.1016/j.jct.2017.03.027,thr
2108,-8043816086128927336,298.15,101.3,Liquid,2,CCO,Solvent,0.7413000000000001,,OCCO,Solvent,0.2587,,,,,,0.35141,0.002255,,,,,,,10.1021/je030207i,thr
2109,3889050305597963749,298.15,101.3,Liquid,2,CCO,Solvent,0.4888,,OCCO,Solvent,0.5112,,,,,,0.39557,0.00248,,,,,,,10.1021/je030207i,thr
2110,-3494571471995477814,298.15,101.3,Liquid,2,CCO,Solvent,0.2419,,OCCO,Solvent,0.7581,,,,,,0.26367,0.00182,,,,,,,10.1021/je030207i,thr
2111,-4811405912853428456,298.15,101.0,Liquid,2,CCO,Solvent,0.6986,,OCCO,Solvent,0.3014,,,,,,,,,,0.8869180000000002,0.0001665,,,10.1021/je9010882,thr
2112,-6322853156961770729,298.15,101.0,Liquid,2,CCO,Solvent,0.5055700000000001,,OCCO,Solvent,0.49443,,,,,,,,,,0.9505260000000002,0.000128,,,10.1021/je9010882,thr
